County Name,State,Metro Code,OMB County Status,Total Population (civilian non-institutionalized),Total Population (Margin of Error),Disability Population (civilian non-institutionalized),Disability Population (Margin of Error),Percent with a Disability,Gender- Male Disability Rate- Percentage of males reporting a disability,Gender- Female Disability Rate- Percentage of females reporting a disability,Vision- Percentage of individuals reporting a vision difficulty,Hearing- Percentage of individuals reporting a hearing disability,Cognitive- Percentage of individuals reporting a cognitive disability,Mobility- Percentage of individuals reporting a mobility disability,Self Care- Percentage of individuals reporting a self care disability,Independent Living- Percent of individuals reporting a independent living disability,Disability Employment Rate- Percentage of individuals with a reported disability employed in the labor force,Disability Unemployment Rates- Percentage of individuals with a reported disability unemployed in the labor force,Out of the Labor Force Disability Rate- Percentage of individuals with a reported disability not in the labor force,Veteran Disability Rate- Percentage of veterans reporting a disability,Disability Poverty Rate- Percentage of individuals reporting a disability in poverty
Floyd,Texas,3,Non core,6129,22,872,106,14.2,12.1,16.3,3.2,4.4,4.9,8.6,2,5.2,27.7,2.8,69.5,35.2,20.4
Foard,Texas,3,Non core,1164,142,323,93,27.7,31.8,23.9,8.3,10.6,6.1,21.1,2.5,10.9,27,6.3,66.7,75.8,17.6
Fort Bend,Texas,1,Metropolitan,653193,608,51082,2232,7.8,7.5,8.1,1.2,1.7,2.9,4.1,1.7,4.4,38.6,4.5,57,21.5,14
Franklin,Texas,3,Non core,10485,86,2342,316,22.3,22.9,21.7,3,8.2,10.4,12.5,5.1,8.5,38,4.4,57.6,40.3,20.8
Freestone,Texas,3,Non core,18067,189,3145,350,17.4,16.4,18.4,3,4.4,5.9,12.1,3.9,7.6,21.9,7.7,70.4,30.4,14.8
Frio,Texas,3,Non core,15055,297,2558,428,17,17.6,16.3,5.4,5.4,8.3,10.2,5,8.1,35.6,2.8,61.6,54.1,23.4
Gaines,Texas,3,Non core,18808,100,2338,344,12.4,13.2,11.7,1.4,3.9,5.7,6.2,1.4,6.1,52.3,8.9,38.8,33.9,20.5
Galveston,Texas,1,Metropolitan,303734,469,39860,1555,13.1,12.8,13.4,2.6,3.5,5.4,7.5,2.6,5.6,39.7,5.7,54.6,28,20.1
Garza,Texas,3,Non core,4154,1509,522,209,12.6,10.3,14.8,2,3.9,4.1,6.9,2,6.8,25.2,3.8,71,17.5,19.3
Gillespie,Texas,2,Micropolitan,25005,168,4015,420,16.1,16.1,16,2.6,5.5,5,9.3,2.8,5.8,41.1,15.1,43.7,35,15.3
Glasscock,Texas,2,Micropolitan,1180,114,56,31,4.7,3.7,6.1,2.3,0.8,0,1.8,0,1.1,0,0,100,22.4,3.6
Goliad,Texas,1,Metropolitan,7293,81,1334,174,18.3,19.6,17.1,2.7,5.8,5.9,11.2,3.6,6.1,26.7,4.6,68.7,37.2,18.9
Gonzales,Texas,3,Non core,19883,113,4022,412,20.2,19.4,21.1,3,5,6.3,7.4,2.7,12,31.1,9.5,59.4,32.3,33.3
Gray,Texas,2,Micropolitan,21337,273,3326,250,15.6,15.5,15.6,3.2,5.5,5,9.6,3.5,6.8,42.2,4.6,53.2,36.6,17
Grayson,Texas,1,Metropolitan,121443,252,19769,776,16.3,15.5,17,3,5.2,6.5,9.7,3.4,7.2,34.4,5.8,59.8,34,22.1
Gregg,Texas,1,Metropolitan,121269,278,17864,1020,14.7,14.4,15,2.6,4,6.3,8.2,3.3,6.8,34,4.5,61.5,31.8,22.5
Grimes,Texas,3,Non core,23710,223,3400,404,14.3,14.5,14.2,2.6,4.8,5,8.3,3.7,5.2,31.3,2.9,65.8,38.9,28
Guadalupe,Texas,1,Metropolitan,141235,336,17703,1066,12.5,12.5,12.5,2.7,4,4.4,7,2.6,5.6,44.8,6.7,48.4,24.7,12.2
Hale,Texas,2,Micropolitan,33432,938,3685,389,11,10.6,11.4,1.9,3.5,3.8,7.1,2.2,4.2,33.4,6.3,60.3,23.1,26.7
Hall,Texas,3,Non core,3145,32,635,93,20.2,21.8,18.6,2.5,5.6,5.2,14.2,2.5,8.4,21.8,20.3,57.9,46.2,29.4
Hamilton,Texas,3,Non core,8032,35,1949,260,24.3,26.6,22.1,6.3,9,8.5,14.7,5.8,8.2,37.4,1.8,60.8,39,21.5
Hansford,Texas,3,Non core,5489,103,683,121,12.4,11.8,13.1,3.6,4.8,3,7.7,2,6.2,50.4,5.6,43.9,39.5,17.7
Hardeman,Texas,3,Non core,3980,11,879,151,22.1,19.8,24.3,4.1,5.9,8.1,14,4.8,11.8,15.5,9,75.5,30.5,21.2
Hardin,Texas,1,Metropolitan,54935,108,8390,646,15.3,17.1,13.5,3.6,5.7,5.9,8.5,3.6,6.1,39.2,5.3,55.5,37.1,15.1
Harris,Texas,1,Metropolitan,4335831,1069,402965,4958,9.3,8.9,9.6,2,2.4,3.7,5.3,2.2,4.5,38.4,7.1,54.4,24.8,23.2
Harrison,Texas,2,Micropolitan,65766,153,8330,641,12.7,12.9,12.4,2.4,3.7,4.3,8.8,3.2,7.5,29.2,6.9,63.8,29.5,22.7
Hartley,Texas,3,Non core,4624,154,488,111,10.6,10.4,10.7,1.3,4.2,3.8,5.7,2.7,5.7,45.1,0,54.9,28.1,5.3
Haskell,Texas,3,Non core,5021,427,1364,151,27.2,25.4,29.1,4.5,8.7,8.8,16.5,2.7,12.2,33,15.7,51.3,41.4,27
Hays,Texas,1,Metropolitan,175818,332,16958,1022,9.6,9.7,9.6,1.5,3,4,4.8,1.7,3.6,45.6,5.7,48.6,26,16.1
Hemphill,Texas,3,Non core,4063,52,388,92,9.5,12.1,7.1,1.1,4.4,2.6,4.3,1.6,3.3,50,0,50,20.3,14.9
Henderson,Texas,2,Micropolitan,78125,224,13677,739,17.5,17.4,17.6,2.5,4.4,6,11.6,2.9,7.4,24.7,3.4,71.9,35.3,23.2
Hidalgo,Texas,1,Metropolitan,811347,539,109136,2704,13.5,13.6,13.3,4.4,3.9,5.3,7.3,4.2,6.4,35,5.7,59.3,34.2,38.5
Hill,Texas,3,Non core,34256,176,6142,376,17.9,18.2,17.7,3.7,6,6.8,11.1,3.9,7.9,27.3,12.2,60.5,36.3,22.5
Hockley,Texas,2,Micropolitan,23173,95,3448,364,14.9,15.1,14.7,2.5,4.3,4.5,9.1,2,5.4,47.7,5.9,46.4,35.6,19.3
Hood,Texas,1,Metropolitan,52422,214,7846,649,15,16.5,13.5,3.1,5.9,4.8,8.1,2.2,6.2,33.3,2.5,64.2,32.5,13.5
Hopkins,Texas,2,Micropolitan,35207,184,6070,496,17.2,17.7,16.8,3.7,5.9,6.3,9.6,3.7,7.5,36.3,7.9,55.8,32.2,23.8
Houston,Texas,3,Non core,19766,253,3685,332,18.6,17.6,19.6,3.2,4.1,5.8,13.3,3.9,8.5,33.3,2.8,63.9,36.6,23.4
Howard,Texas,2,Micropolitan,30882,648,5449,484,17.6,17.9,17.4,3.9,5.7,5.6,9.9,4.1,8.9,43.7,4,52.3,37.7,17.5
Hudspeth,Texas,1,Metropolitan,2959,182,749,120,25.3,27.6,23.3,12.2,10.7,9.3,14.9,3.1,9.9,41.6,2,56.5,60.3,37.2
Hunt,Texas,1,Metropolitan,87220,177,15081,823,17.3,17.5,17,3.1,4.7,7,10.4,4,8.5,23.1,11,65.9,32.7,23.9
Hutchinson,Texas,2,Micropolitan,21700,55,3637,274,16.8,17.2,16.3,2.6,5.7,5.9,9.9,2.2,6.4,39.4,2.1,58.4,32.2,22
Irion,Texas,1,Metropolitan,1642,119,168,50,10.2,10.4,10,1.6,4.6,1.9,7.9,2.1,4,23.8,0,76.2,35.2,10.1
Jack,Texas,3,Non core,7733,175,1509,227,19.5,19.4,19.6,4.6,5.5,6.2,11,3.7,7.8,36.6,3.2,60.2,26.1,29.4
Jackson,Texas,3,Non core,14249,128,2270,241,15.9,15.1,16.7,2.5,5.8,6.7,8.5,3.4,6.9,28.6,0,71.4,36.2,15.5
Jasper,Texas,3,Non core,34866,236,7510,572,21.5,21.9,21.2,4.1,7,10.3,14.6,3.5,7.9,26.9,6.5,66.6,47.2,23
Jeff Davis,Texas,3,Non core,2169,79,516,113,23.8,23.9,23.7,5.4,9.1,3.6,14,5.3,9.2,46.6,22.5,30.9,21.5,13.4
Jefferson,Texas,1,Metropolitan,239027,1153,33428,1277,14,13.4,14.5,3.1,4.1,5.1,8.8,3.2,6.2,31.8,5.3,62.9,31.9,22.2
Jim Hogg,Texas,3,Non core,5216,28,1070,225,20.5,17.3,23.8,5.5,6.8,9.2,12.2,4.7,9.5,28.1,0,71.9,41.2,24.2
Jim Wells,Texas,2,Micropolitan,41061,145,6863,478,16.7,16.5,16.9,4.4,6.1,6.8,10.4,5,10,30.4,3.6,66,31.2,26.9
Johnson,Texas,1,Metropolitan,152853,435,17341,902,11.3,11.1,11.6,2.1,3.6,3.7,6.5,2.3,5.2,34.4,5.9,59.7,25.2,13.8
Jones,Texas,1,Metropolitan,12532,3118,2456,475,19.6,24,16.3,3.5,6.1,6.8,11.6,3.5,8.8,37.1,2.7,60.2,34.5,23.3
Karnes,Texas,3,Non core,12189,285,2314,331,19,19.8,18.2,3.2,5,7.7,12.1,4,9.1,32.4,2.7,64.9,34.4,37.8
Kaufman,Texas,1,Metropolitan,108297,276,13841,914,12.8,12.7,12.9,2.8,3,5.1,7.1,2.6,5.8,33.8,8.6,57.6,29.2,20.7
Kendall,Texas,1,Metropolitan,36902,117,5450,630,14.8,15.2,14.3,3.1,5.8,5.9,9,3.4,6.2,37,2.2,60.8,28.3,11.3
Kenedy,Texas,2,Micropolitan,565,208,74,46,13.1,14.6,11.5,2.3,2.5,1.9,9.3,1.1,5.3,30.8,0,69.2,38.1,20.3
Kent,Texas,3,Non core,771,108,187,49,24.3,20,29,4.8,7.9,6.7,17.5,6.2,10.8,68.1,1.4,30.6,52.8,9.6
Kerr,Texas,2,Micropolitan,49209,175,9286,666,18.9,20.9,17,3.3,6.8,6.7,11.3,3.6,7.2,31.6,7.4,61.1,40,16.7
Kimble,Texas,3,Non core,4427,55,802,168,18.1,19,17.3,3.8,5.1,5.8,10,2.8,8.9,41.8,16.7,41.5,37.8,28.3
King,Texas,3,Non core,267,51,19,14,7.1,8.8,5.3,0,4.5,1.9,2.7,0,0,64.3,0,35.7,#DIV/0!,0
Kinney,Texas,3,Non core,3223,133,528,141,16.4,17,15.7,1.5,6.4,2.1,8.6,3.1,7.1,16.3,0,83.7,28.2,6.6
Kleberg,Texas,2,Micropolitan,31362,265,4844,586,15.4,15.9,15,3.2,4.1,6.8,8.5,4.3,8.3,40.2,4.6,55.2,31.2,28.7
Knox,Texas,3,Non core,3667,73,684,85,18.7,16.3,21,3.8,6.7,7.2,11.7,2.8,7.5,39.6,6.4,53.9,37.3,24
Lamar,Texas,2,Micropolitan,48900,238,8677,536,17.7,18.2,17.3,2.6,4.4,6.4,10.6,3.5,7.2,40,4.4,55.6,30.7,21.5
Lamb,Texas,3,Non core,13540,67,1737,181,12.8,11.2,14.5,2.6,5.1,4,8.4,2.9,4.9,42.7,0.5,56.9,37.8,23.4
Lampasas,Texas,1,Metropolitan,19729,142,3282,342,16.6,18.6,14.8,3.9,6.4,6.3,8.8,2.8,6.7,32,5.8,62.2,31.5,17.3
La Salle,Texas,3,Non core,6290,242,1120,255,17.8,16.4,19.3,5.2,6.9,8.3,9.4,5.5,8.8,36.2,0,63.8,36.6,13.9
Lavaca,Texas,3,Non core,19114,167,3633,318,19,20.6,17.5,3.5,7.1,4.2,8,2.1,6.9,46.2,5.1,48.7,41.1,14.2
Lee,Texas,3,Non core,16176,101,2629,354,16.3,15.2,17.3,3.2,4.5,6.3,9.1,3.5,8,43,5.6,51.4,30.8,16.8
Leon,Texas,3,Non core,16720,53,2421,324,14.5,14.6,14.3,2,4.7,3.9,10.5,2.6,6,19.1,5,76,23.4,16.7
Liberty,Texas,1,Metropolitan,71431,482,12982,725,18.2,18.6,17.8,4.4,7.1,6.2,10.5,3.3,7,32.7,8.1,59.2,45.8,20
Limestone,Texas,3,Non core,22481,460,3879,407,17.3,16.5,18,2.7,4.3,5.6,11.5,2.6,7.9,29.7,3.2,67.1,33.7,22.6
Lipscomb,Texas,3,Non core,3438,52,388,74,11.3,10.4,12.3,2,4.7,2.7,5.7,1,4.4,54.3,9.5,36.2,38.2,12.1
Live Oak,Texas,3,Non core,10284,738,1670,224,16.2,18.1,14.5,3.2,7.1,4.9,9.2,3.3,6.6,32,6.9,61,34.4,18.8
Llano,Texas,3,Non core,19070,148,4216,382,22.1,22.3,22,3.7,8.5,6.5,12.7,3.4,6.7,44.3,1.6,54.1,37.7,19.7
Loving,Texas,3,Non core,117,57,22,15,18.8,10.8,32.6,0,4.3,2.6,12,8.5,10.8,70,0,30,0,22.7
Lubbock,Texas,1,Metropolitan,286551,516,40773,1428,14.2,13.3,15.1,3.2,4.2,6,7.5,2.8,5.6,43.4,5.7,50.9,31.4,22.7
Lynn,Texas,1,Metropolitan,5733,24,1050,133,18.3,19,17.6,5.3,5.7,5.2,11.8,3.2,7.8,38.5,8.9,52.6,36.8,19.9
McCulloch,Texas,3,Non core,8146,44,1392,244,17.1,19.1,15.1,4.1,5,6.4,10.5,3.1,7,46.4,9.6,44.1,22.8,24.6
McLennan,Texas,1,Metropolitan,237186,481,29682,1146,12.5,12.7,12.4,2.4,3.6,5.1,7.4,2.7,5.9,31.7,5.6,62.7,31.8,23
McMullen,Texas,3,Non core,778,157,193,68,24.8,22.5,27.3,8.9,15.6,9.6,18.3,4.9,11.5,39.1,0,60.9,54.3,19.2
Madison,Texas,3,Non core,9649,1077,1687,252,17.5,18.8,16.3,2.8,4.5,6.4,11.2,3.9,7.9,15.2,5.4,79.4,37.7,20.9
Marion,Texas,3,Non core,10100,56,2298,247,22.8,24.8,20.9,3.4,5.4,7,15.7,4.4,9.5,24.8,1.4,73.8,37.1,26.8
Martin,Texas,1,Metropolitan,5187,78,589,142,11.4,12.2,10.5,2.9,5.6,3.1,6.9,2.2,5.2,52.7,4.2,43.1,29.7,12.1
Mason,Texas,3,Non core,4057,8,576,149,14.2,12.5,16.1,2,4.1,5.6,6.6,1.5,5.3,84.8,0,15.2,20.4,21.1
Matagorda,Texas,2,Micropolitan,36183,88,5360,526,14.8,16.3,13.4,3.4,4.8,4.6,8.3,3,6.3,35.6,6.4,58,34.8,27.9
Maverick,Texas,2,Micropolitan,55840,272,9377,688,16.8,16.3,17.2,5.2,5.7,6.7,9.6,5.2,9.1,35,7.4,57.6,27.3,35.5
Medina,Texas,1,Metropolitan,44775,1495,7287,593,16.3,14.9,17.6,4,5.5,5.1,9.4,2.9,6,38.4,2.8,58.8,28.6,21.7
Menard,Texas,3,Non core,2135,48,533,117,25,26.8,23.2,6.1,8.1,10,12.5,4.2,7.9,39.2,12.9,47.9,62.9,18.8
Midland,Texas,1,Metropolitan,150249,217,16487,965,11,10.3,11.6,2.8,3.4,4.3,6,2.1,4.5,51.5,3.7,44.9,25.4,14.3
Milam,Texas,3,Non core,23890,92,5162,425,21.6,23,20.2,3.7,6.6,8.8,13.4,4.9,9.2,35.3,9.6,55.2,42.4,21.7
Mills,Texas,3,Non core,4719,107,769,126,16.3,18.3,14.6,2.7,7,4.4,9.4,4,6.9,46.8,1,52.2,37,13.6
Mitchell,Texas,3,Non core,6741,222,1121,210,16.6,14.7,18.5,2.7,4.7,2.6,12.1,1.5,7.6,46.9,0,53.1,31.2,14.4
Montague,Texas,3,Non core,19179,166,3600,343,18.8,20,17.6,3,6.3,7.1,11.4,3.3,7,36.4,7.5,56.1,38.9,17.3
Montgomery,Texas,1,Metropolitan,499565,543,52535,2193,10.5,9.9,11.1,1.7,3,4.2,5.6,2.1,5,38.6,7.3,54.1,24.5,16.7
Moore,Texas,2,Micropolitan,22083,53,2828,375,12.8,13.3,12.3,4.3,4.4,4.5,5.8,1.3,4.2,53.1,2.8,44,34.7,27.4
Morris,Texas,3,Non core,12559,99,2991,297,23.8,25,22.7,6,7.3,10,14.7,4.9,10.9,20.8,10.4,68.7,43.4,19.4
Motley,Texas,3,Non core,1071,122,247,57,23.1,18.1,29.3,5.5,10.5,6.1,12.2,1.9,7.6,56.6,1.6,41.9,52.8,18.2
Nacogdoches,Texas,2,Micropolitan,64677,235,9197,493,14.2,13.6,14.8,3.1,4,5.6,8.4,3,6,29.5,4.4,66.1,34,28.4
Navarro,Texas,2,Micropolitan,47382,171,9016,684,19,19.3,18.8,4.1,5.7,8.9,11.1,4.4,9.5,38.2,9.4,52.4,42.2,24
Newton,Texas,1,Metropolitan,13874,234,2987,408,21.5,19.5,23.6,4.1,7.3,10.9,14.6,2.9,8.6,19.6,3.6,76.9,34.5,19.1
Nolan,Texas,2,Micropolitan,14875,107,2853,269,19.2,20,18.3,3.4,6.2,6.9,12.1,3.2,8.4,47.4,9,43.6,37.9,23.9
Nueces,Texas,1,Metropolitan,347131,792,49873,1422,14.4,14.6,14.1,3.2,4.4,5.4,8.7,3.2,6.5,39.9,5,55.1,29.6,24
Ochiltree,Texas,3,Non core,10582,32,1024,173,9.7,11.2,8.1,1.5,2.8,4.4,5.7,1.7,3.7,35.9,6.7,57.4,27.1,25.7
Oldham,Texas,1,Metropolitan,1637,447,265,70,16.2,15,17.2,2.3,6,3,9.3,3.4,4.7,54,1.8,44.2,46.4,26
Orange,Texas,1,Metropolitan,82514,137,13791,735,16.7,17.1,16.3,3.1,5.1,6.8,9.9,2.9,7.4,30.9,9.2,59.9,37.4,24.3
Palo Pinto,Texas,2,Micropolitan,27642,130,5020,365,18.2,19.2,17.1,3.9,5.5,7,11.4,3.4,7.3,36.3,6,57.7,32.4,25.3
Panola,Texas,3,Non core,23702,125,4077,455,17.2,17.6,16.8,3.2,5.5,5.9,9.6,2.7,5.5,33.5,8.5,58,29.6,28.8
Parker,Texas,1,Metropolitan,118993,348,14804,922,12.4,12.5,12.3,2.5,4.3,4.5,7,2.2,5.2,44.7,5.7,49.7,25.9,15.8
Parmer,Texas,3,Non core,9922,72,1278,173,12.9,13.6,12.1,3.5,4.7,4.6,6.7,2.3,5.1,47.6,0.8,51.6,41.2,16.1
Pecos,Texas,3,Non core,13766,183,1607,298,11.7,12.4,10.9,4.4,6.1,3.6,6.9,3.2,6.2,43.1,7.4,49.4,28.7,28.2
Polk,Texas,3,Non core,42098,1184,9909,711,23.5,25.2,21.9,6.7,7.9,9.3,13.5,4.7,8,32.3,7.3,60.4,41.1,21.2
Potter,Texas,1,Metropolitan,115824,360,13795,787,11.9,11.8,12,2.5,3.5,3.9,7.5,2.6,5.8,36.5,5.2,58.3,34.5,25.1
Presidio,Texas,3,Non core,7304,18,1661,260,22.7,22.4,23.1,7.5,10.8,9.1,14.9,5.9,9.6,46,4,50.1,50.6,31.5
Rains,Texas,3,Non core,10970,30,2142,238,19.5,19.7,19.4,3.4,5.3,5.7,12.8,4.8,9,26.9,3.5,69.6,38.5,13.4
Randall,Texas,1,Metropolitan,125914,236,13649,630,10.8,10.6,11.1,2,3.6,3.7,6.6,2.2,4.7,44.7,4.3,51,26.7,16
Reagan,Texas,3,Non core,3566,52,388,89,10.9,11,10.7,2.4,3.3,1.4,6,0.9,4.6,45.1,0,54.9,66,32.2
Real,Texas,3,Non core,3265,36,657,132,20.1,26.1,14.2,1.7,9.4,7.1,7,1.8,6.2,39.6,6.5,53.9,44.3,11.6
Red River,Texas,3,Non core,12360,138,2756,373,22.3,23.5,21.2,4.4,6.6,8,13.7,4.5,8.7,28.5,4.5,67,52,27.7
Reeves,Texas,2,Micropolitan,11364,252,1546,198,13.6,15.8,11.8,3.6,5,5.7,8.3,2.4,6.3,24.2,1.9,73.9,38.1,27.2
Refugio,Texas,3,Non core,7118,78,1632,182,22.9,24.6,21.3,3.7,7.3,6.9,11.6,3.8,7,36.4,0.7,62.9,36.5,15.7
Roberts,Texas,3,Non core,931,88,135,37,14.5,16.5,12.7,4.1,6,5.1,6.7,1.4,8.9,47.4,0,52.6,22.9,6.7
Robertson,Texas,1,Metropolitan,16336,86,2632,278,16.1,14.5,17.8,1.9,4.1,6,11.3,3.4,8.8,32.4,7.4,60.2,41.7,21.4
Rockwall,Texas,1,Metropolitan,84784,232,6708,667,7.9,8.2,7.7,1.4,1.9,3.2,4.1,1.3,3.3,33.8,7.3,58.9,23.9,9.9
Runnels,Texas,3,Non core,10236,102,1276,185,12.5,13,12,1.3,4.1,4.9,8,3.7,7,26.4,4.1,69.5,27,15.3
Rusk,Texas,1,Metropolitan,48869,325,7802,541,16,15.7,16.2,3.1,4.2,6.2,9.4,3.2,7.2,30.7,4.2,65,33.1,25.1
Sabine,Texas,3,Non core,10357,95,2265,281,21.9,22.3,21.4,4.6,9.3,5.5,14,3.6,9.6,20.2,3.4,76.4,36.5,27.4
San Augustine,Texas,3,Non core,8487,101,2322,290,27.4,27.5,27.2,9.6,12.5,11.6,15.3,7.3,14.4,14.8,13.2,72,42.7,29.1
San Jacinto,Texas,3,Non core,26876,58,5234,604,19.5,22,17,3.5,6.3,5.8,12.3,5.7,8.7,33.7,10.6,55.8,34.7,28.6
San Patricio,Texas,1,Metropolitan,65254,195,10248,721,15.7,15.8,15.6,4.1,4.7,5.5,9.6,3.3,6.7,42.9,5.3,51.8,27.3,17.2
San Saba,Texas,3,Non core,5240,146,903,167,17.2,16.7,17.9,4.2,4.3,6.1,11,2.8,6.2,42.7,1.7,55.6,25.7,16.4
Schleicher,Texas,3,Non core,3224,13,361,81,11.2,10.5,11.9,1.2,4.1,1.9,6.9,2.7,4.2,25.5,0,74.5,23.7,41.6
Scurry,Texas,2,Micropolitan,15754,173,2218,359,14.1,14.5,13.7,4.4,5.1,3.1,7.6,2.2,4.5,50,3.6,46.4,40.7,13.6
Shackelford,Texas,3,Non core,3333,12,573,95,17.2,14.7,19.5,3.1,5.6,4.9,12.3,3.5,5.3,52.6,8.8,38.6,30.7,18.3
Shelby,Texas,3,Non core,25545,98,4217,432,16.5,17,16.1,2.2,4.2,6.7,9.4,2.9,7,25.8,4,70.2,26.7,26.9
Sherman,Texas,3,Non core,3023,41,542,150,17.9,20.5,15.2,2.5,6.9,4.5,8.9,1.3,4.8,55.4,1.1,43.5,44.4,5.7
Smith,Texas,1,Metropolitan,215234,336,28213,1208,13.1,12.7,13.4,2.4,4,5.1,7.2,2.7,5.8,36.6,4.8,58.6,29.8,18.7
Somervell,Texas,1,Metropolitan,8420,116,1009,266,12,12.5,11.5,1.8,3.3,4.2,5.9,1.8,5.5,42.4,2.9,54.8,15.3,29.8
Starr,Texas,2,Micropolitan,62096,151,11460,676,18.5,19.2,17.8,5.3,5.2,9.3,11.6,8.3,11.4,27.6,4.3,68.2,58,45.4
Stephens,Texas,3,Non core,8781,141,1323,192,15.1,14.2,15.9,2.5,5.5,5.7,7.7,3.2,5.1,51.4,3.5,45.1,40.5,21.6
Sterling,Texas,3,Non core,1308,131,143,41,10.9,10.3,11.6,3.7,5,2.3,8.5,1.2,3.6,33.9,0,66.1,29.3,3.5
Stonewall,Texas,3,Non core,1363,120,279,62,20.5,23.8,17.2,5.1,8.1,5.7,13.5,3.8,7.7,42.7,25.2,32,44.1,26.9
Sutton,Texas,3,Non core,3941,11,307,80,7.8,7.3,8.3,1.9,2.5,2.3,5.6,1.1,2.5,58.9,4.5,36.6,21.7,6.5
Swisher,Texas,3,Non core,7104,170,1153,181,16.2,14.6,17.8,3.1,4.8,5.7,9.6,3.9,8.7,33.4,0.2,66.4,32.5,24.7
Tarrant,Texas,1,Metropolitan,1899050,1007,193845,3055,10.2,9.7,10.7,1.9,2.8,4.2,5.5,2,4.5,40.2,6.9,52.9,24.2,20.1
Taylor,Texas,1,Metropolitan,129730,482,20600,997,15.9,16,15.8,3.4,5.6,6.6,9.6,3.3,7.2,41.2,4.6,54.2,30.9,24.6
Terrell,Texas,3,Non core,921,189,140,41,15.2,19.3,11.6,5.4,8.1,2.9,11.7,3.4,6.1,20,0,80,65.8,24.3
Terry,Texas,3,Non core,11613,172,1985,300,17.1,20,14.1,3.9,5.6,9.1,11.7,7.5,8.5,39.4,4,56.5,25.9,18.8
Throckmorton,Texas,3,Non core,1534,119,276,50,18,21,15.4,2.5,8.3,4.3,10.6,4.2,6.8,50.7,6,43.3,36.4,14.1
Titus,Texas,2,Micropolitan,32259,119,4673,379,14.5,15.1,13.9,3.8,4.3,6.3,8.9,3.1,6.9,42.9,3.4,53.6,33.7,18.9
Tom Green,Texas,1,Metropolitan,109946,773,15814,758,14.4,15.2,13.7,2.6,4.5,5.8,8.4,3.1,6.4,42,2.8,55.3,26.4,18.5
Travis,Texas,1,Metropolitan,1114221,759,96046,2255,8.6,8.4,8.8,1.6,2.3,3.7,4.3,1.6,3.5,45.5,7.5,47,22,21.6
Trinity,Texas,2,Micropolitan,14331,74,3807,384,26.6,26.2,26.9,5.3,8.7,10.4,17.8,6.3,10.1,25.3,8.1,66.6,44.3,18.3
Tyler,Texas,3,Non core,19038,178,4566,429,24,27,21.1,4.5,7.7,8.7,14.2,4.3,9.1,33.1,9.7,57.2,43,28.4
Upshur,Texas,1,Metropolitan,39602,207,7525,501,19,20.1,17.9,3.8,5.9,8,11.1,4.3,8.4,34.5,5.8,59.7,37.9,17.7
Upton,Texas,3,Non core,3347,55,473,99,14.1,16.5,12,3.7,4.5,3.9,8.9,3.1,7.9,45.8,14.2,40,39.2,26
Uvalde,Texas,2,Micropolitan,26595,170,3503,359,13.2,13.5,12.9,2.7,4,4.7,7.9,3.1,5.1,32.3,2.9,64.8,24.2,26.1
Val Verde,Texas,2,Micropolitan,46360,326,5658,546,12.2,12.9,11.6,2,3.4,4.6,7.1,3.3,7.1,30.2,4,65.8,22.3,25.4
Van Zandt,Texas,3,Non core,52072,155,9606,549,18.4,19.5,17.4,3.8,6.8,6.4,10.8,4.9,8.5,30.7,5.8,63.5,38.2,21.5
Victoria,Texas,1,Metropolitan,89003,190,13607,814,15.3,16.3,14.4,3,5.1,5.9,8.8,3.2,6.9,38.9,6.4,54.7,38,20.4
Walker,Texas,2,Micropolitan,52158,1577,4883,501,9.4,9.3,9.4,1.5,2.6,2.8,5.4,1.8,4.4,31.4,2.9,65.8,22.9,23.1
Waller,Texas,1,Metropolitan,45592,73,6036,727,13.2,12.5,14,3.2,3.7,5.6,7.1,2.7,7.3,38.3,8.6,53,28.9,19.4
Ward,Texas,3,Non core,11095,49,1745,227,15.7,15.1,16.4,4.3,5.5,6.8,9.7,4.3,7.9,30.7,9.6,59.7,26.1,23.4
Washington,Texas,2,Micropolitan,33578,161,5180,563,15.4,13.6,17.3,2.8,4.2,5.1,8.6,3.4,7,33,6.3,60.8,36.9,16.7
Webb,Texas,1,Metropolitan,260902,473,32141,1273,12.3,12.1,12.5,3.6,3.5,6,6.9,3.7,6.7,36.5,4.8,58.7,39.3,34.7
Wharton,Texas,2,Micropolitan,40954,92,6108,539,14.9,14.1,15.7,3.8,4.5,5.5,8.9,2.5,6,38.8,5.6,55.7,45.2,19.9
Wheeler,Texas,3,Non core,5548,34,775,121,14,12.8,15.2,3.8,5.3,3.3,6.2,2.2,6,56.1,2.3,41.5,25.7,24.9
Wichita,Texas,1,Metropolitan,117339,891,17395,821,14.8,14.6,15.1,2.8,4.2,6.3,8.8,3.1,6.9,33.4,4.9,61.7,29.1,23.6
Wilbarger,Texas,2,Micropolitan,12994,69,2534,363,19.5,20.6,18.5,2.7,7.4,8.9,9.7,3.5,7.6,30.9,10.6,58.4,56.1,29.7
Willacy,Texas,2,Micropolitan,19512,590,3507,370,18,19,17,5.4,5.4,7.2,10.8,4.8,10,19.6,2.4,78,54.2,39.2
Williamson,Texas,1,Metropolitan,469711,416,43354,1752,9.2,9.4,9.1,1.6,2.8,3.6,4.6,2,4.3,49.9,7.1,43,20.7,12.5
